MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Age,Remodeled,TotalBathrooms,OverallQualCond,TotalPorchSF,LotFrontageRatio,PricePerSF,TimeSinceRemodel
SC60,RL,65.0,9313.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,572.0,TA,TA,Y,187.0,56.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2009.0,WD,Normal,190000.0,2592.0,5.0,0,2.5,12.0,56.0,0.0069794910340384405,73.30246913580247,5.0
SC70,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,7.0,1910.0,2002.0,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,GasA,Ex,Y,SBrkr,768.0,664.0,0.0,1432.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,7.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,360.0,TA,Gd,Y,270.0,0.0,0.0,0.0,0.0,0.0,No,GdPrv,No,0.0,May,2007.0,WD,Abnorml,132000.0,1696.0,97.0,1,2.0,12.0,0.0,0.00625,77.83018867924528,5.0
SC20,RL,65.0,6768.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6.0,5.0,1961.0,1996.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,Gd,Y,SBrkr,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,288.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,No,GdPrv,No,0.0,May,2008.0,WD,Normal,142000.0,1824.0,47.0,1,2.0,11.0,0.0,0.00960401891252955,77.85087719298245,12.0
SC20,RL,65.0,8450.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2000.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349.0,0.0,0.0,1349.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,539.0,TA,TA,Y,120.0,55.0,0.0,0.0,0.0,0.0,No,GdPrv,No,0.0,Dec,2007.0,WD,Normal,179000.0,2698.0,7.0,1,2.0,12.0,55.0,0.007692307692307693,66.34544106745737,6.0
SC80,RL,70.0,12886.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5.0,6.0,1963.0,1999.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444.0,Unf,0.0,76.0,520.0,GasA,Ex,Y,SBrkr,1464.0,0.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min2,1.0,TA,Attchd,1980.0,RFn,2.0,480.0,TA,TA,Y,302.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2009.0,WD,Normal,175000.0,1984.0,46.0,1,2.0,11.0,0.0,0.0054322520564954214,88.20564516129032,10.0
SC120,RL,41.0,5395.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604.0,1337.0,GasA,Gd,Y,SBrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,462.0,TA,TA,Y,96.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2008.0,WD,Normal,180000.0,2674.0,15.0,0,3.0,13.0,0.0,0.007599629286376274,67.31488406881077,15.0
SC60,RL,0.0,8963.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8.0,5.0,1976.0,1996.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575.0,ALQ,0.0,487.0,1142.0,GasA,Ex,Y,SBrkr,1175.0,1540.0,0.0,1464.0,0.0,0.0,3.0,1.0,4.0,1.0,Gd,6.0,Typ,2.0,TA,BuiltIn,1980.0,Fin,2.0,831.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2008.0,WD,Normal,299800.0,2606.0,32.0,1,3.5,13.0,25.0,0.0,115.04221028396009,12.0
SC60,RL,0.0,8795.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,652.0,952.0,GasA,Ex,Y,SBrkr,980.0,1276.0,0.0,2256.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,554.0,TA,TA,Y,224.0,54.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2009.0,WD,Normal,236000.0,3208.0,9.0,0,2.5,12.0,54.0,0.0,73.56608478802993,9.0
SC70,RM,65.0,11700.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,7.0,1973.0,2003.0,Mansard,CompShg,Stucco,Stucco,BrkFace,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0.0,Unf,0.0,1240.0,1240.0,GasW,TA,N,SBrkr,1320.0,1320.0,0.0,1464.0,0.0,0.0,1.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Detchd,1980.0,Unf,2.0,864.0,TA,TA,N,181.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,May,2009.0,WD,Normal,265979.0,2704.0,36.0,1,1.5,14.0,0.0,0.005555555555555556,98.3650147928994,6.0
SC20,RL,59.0,10593.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7.0,5.0,1996.0,1996.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,Ex,Y,SBrkr,1720.0,0.0,0.0,1720.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,527.0,TA,TA,Y,240.0,56.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2010.0,WD,Normal,260400.0,3440.0,14.0,0,3.0,12.0,56.0,0.005569715850089682,75.69767441860465,14.0
SC50,RL,50.0,8405.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1945.0,1950.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,Slab,No,No,No,No,0.0,No,0.0,0.0,991.5,Wall,TA,N,SBrkr,1088.0,441.0,0.0,1529.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,9.0,Mod,0.0,No,Detchd,1980.0,Unf,1.0,240.0,TA,TA,N,92.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2009.0,WD,Normal,98000.0,2520.5,64.0,1,2.0,9.0,0.0,0.00594883997620464,38.88117437016465,59.0
SC50,RM,55.0,8800.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4.0,7.0,1910.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,792.0,348.0,0.0,1140.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Min2,0.0,No,No,1980.0,No,0.0,0.0,No,No,N,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2010.0,WD,Normal,96500.0,1716.0,100.0,1,1.0,11.0,25.0,0.00625,56.235431235431236,6.0
SC60,RL,0.0,7750.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,660.0,660.0,0.0,1320.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,400.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Aug,2007.0,WD,Normal,162000.0,1980.0,4.0,0,2.5,12.0,48.0,0.0,81.81818181818181,4.0
SC20,RL,79.0,9236.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279.0,1479.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,576.0,TA,TA,Y,168.0,27.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2006.0,WD,Normal,217000.0,2973.0,9.0,0,3.0,11.0,27.0,0.008553486357730618,72.99024554322233,9.0
SC60,RL,80.0,10240.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038.0,1060.0,0.0,2098.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,878.0,TA,TA,Y,192.0,52.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2006.0,WD,Normal,275500.0,3128.0,1.0,0,2.5,13.0,52.0,0.0078125,88.07544757033249,1.0
SC20,RL,61.0,7930.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1969.0,2005.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,0.0,115.0,1026.0,GasA,Gd,Y,SBrkr,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,No,Detchd,1980.0,RFn,2.0,440.0,TA,TA,Y,171.0,48.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2009.0,WD,Normal,156000.0,2052.0,40.0,1,2.0,11.0,48.0,0.007692307692307693,76.0233918128655,4.0
SC160,FV,34.0,3230.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6.0,5.0,1999.0,1999.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742.0,729.0,0.0,1471.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,440.0,TA,TA,Y,0.0,24.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Mar,2009.0,WD,Normal,172500.0,2200.0,10.0,0,2.5,11.0,24.0,0.010526315789473684,78.4090909090909,10.0
SC60,RL,68.0,10769.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,846.0,866.0,GasA,Ex,Y,SBrkr,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,578.0,TA,TA,Y,144.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2009.0,WD,Normal,212000.0,2634.0,2.0,0,2.5,13.0,25.0,0.006314421023307642,80.48595292331055,2.0
SC60,RL,0.0,11616.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.0,5.0,1978.0,1978.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672.0,714.0,0.0,1386.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,440.0,TA,TA,Y,335.0,0.0,0.0,0.0,0.0,0.0,No,GdPrv,No,0.0,Apr,2010.0,WD,Abnorml,158900.0,2058.0,32.0,0,2.5,11.0,0.0,0.0,77.21088435374149,32.0
SC160,FV,24.0,2280.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,195.0,744.0,GasA,Gd,Y,SBrkr,757.0,744.0,0.0,1501.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Aug,2008.0,WD,Normal,179400.0,2245.0,9.0,0,2.5,12.0,0.0,0.010526315789473684,79.9109131403118,9.0
SC60,RL,65.0,12257.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,0.0,1198.0,1318.0,GasA,Ex,Y,SBrkr,1328.0,1203.0,0.0,2531.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1980.0,RFn,3.0,752.0,TA,TA,Y,222.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Nov,2007.0,WD,Normal,290000.0,3849.0,12.0,0,2.5,13.0,25.0,0.00530309211063066,75.3442452585087,12.0
SC20,RL,70.0,9100.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1959.0,1959.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,300.0,Ex,Ex,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,Shed,0.0,Oct,2009.0,WD,Normal,127500.0,1728.0,50.0,0,1.0,12.0,0.0,0.007692307692307693,73.78472222222223,50.0
SC30,RM,60.0,6911.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5.0,5.0,1924.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,TA,Y,SBrkr,1301.0,0.0,0.0,1301.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Min1,0.0,No,Detchd,1980.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2009.0,WD,Normal,100000.0,2446.0,85.0,1,1.0,10.0,0.0,0.008681811604688179,40.88307440719542,59.0
SC60,FV,72.0,8640.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,614.0,TA,TA,Y,169.0,45.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2010.0,Con,Normal,215200.0,2303.0,1.0,0,2.5,12.0,45.0,0.008333333333333333,93.4433347807208,1.0
SC60,RL,82.0,9430.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89.0,1252.0,GasA,Ex,Y,SBrkr,1268.0,1097.0,0.0,2365.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,856.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2009.0,WD,Normal,337000.0,3617.0,10.0,0,3.5,13.0,25.0,0.008695652173913044,93.17113630080176,10.0
SC120,RL,30.0,9549.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1995.0,1996.0,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,0.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1.0,0.0,1.0,1.0,2.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,481.0,TA,TA,Y,0.0,30.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2006.0,WD,Normal,270000.0,2988.0,11.0,1,2.5,13.0,30.0,0.0031416902293433867,90.36144578313252,10.0
SC20,RL,75.0,14587.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1506.0,0.0,0.0,1506.0,0.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,592.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Aug,2008.0,New,Partial,264132.0,3004.0,0.0,0,2.0,14.0,25.0,0.005141564406663467,87.92676431424766,0.0
SC60,RL,80.0,10421.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7.0,5.0,1988.0,1988.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586.0,980.0,GasA,TA,Y,SBrkr,980.0,734.0,0.0,1714.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,496.0,TA,TA,Y,228.0,66.0,0.0,0.0,0.0,0.0,No,MnPrv,Shed,0.0,Mar,2010.0,WD,Normal,196500.0,2694.0,22.0,0,2.5,12.0,66.0,0.007676806448517416,72.93986636971047,22.0
SC50,RL,75.0,12508.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1940.0,1985.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983.0,767.0,0.0,1750.0,1.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Mod,0.0,No,Attchd,1980.0,Unf,1.0,423.0,TA,TA,Y,245.0,0.0,0.0,0.0,0.0,0.0,No,No,Shed,0.0,Jul,2008.0,WD,Normal,160000.0,2733.0,68.0,1,3.0,13.0,0.0,0.005996162456028142,58.543724844493234,23.0
SC20,RL,70.0,9100.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2005.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,477.5,1860.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0.0,1836.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,484.0,TA,TA,Y,120.0,33.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Oct,2006.0,WD,Normal,216837.0,3696.0,2.0,1,2.0,12.0,33.0,0.007692307692307693,58.66801948051948,1.0
SC60,RL,47.0,9478.5,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2003.0,Hip,CompShg,CemntBd,Wd Shng,BrkFace,0.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690.0,1589.0,0.0,1464.0,1.0,0.0,3.0,1.0,4.0,1.0,Ex,6.0,Mod,1.0,Gd,BuiltIn,1980.0,Fin,3.0,841.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jun,2010.0,WD,Normal,163000.0,3114.0,7.0,0,4.5,13.0,36.0,0.0049585904942765205,52.344251766217084,7.0
SC85,RL,0.0,7252.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5.0,5.0,1982.0,1982.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685.0,Unf,0.0,173.0,858.0,GasA,TA,Y,SBrkr,858.0,0.0,0.0,858.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2009.0,WD,Normal,134900.0,1716.0,27.0,0,2.0,10.0,0.0,0.0,78.61305361305361,27.0
SC20,RL,67.0,8877.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1951.0,1951.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,TA,Y,SBrkr,1220.0,0.0,0.0,1220.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,396.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Apr,2006.0,COD,Normal,102000.0,2056.0,55.0,0,1.0,9.0,0.0,0.0075475949081897035,49.61089494163424,55.0
SC80,RL,94.0,7819.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6.0,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,0.0,480.0,1029.0,GasA,TA,Y,SBrkr,1117.0,0.0,0.0,1117.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Detchd,1980.0,Unf,2.0,672.0,TA,TA,Y,144.0,0.0,0.0,0.0,0.0,0.0,No,MnPrv,No,0.0,Mar,2010.0,WD,Abnorml,107000.0,2146.0,34.0,0,2.0,11.0,0.0,0.012021997697915334,49.86020503261883,34.0
SC20,RL,70.0,10150.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.0,5.0,1958.0,1958.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,SBrkr,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,275.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,0.0,Jul,2007.0,COD,Normal,114500.0,1824.0,49.0,0,1.0,10.0,0.0,0.006896551724137931,62.77412280701754,49.0
